,TeamName,Link,Country,ID,Name,City,iso,lat,lon
334,KF Feronikeli,/wiki/KF_Feronikeli,Kosovo,5379,KF Feronikeli,Glogovac,RS,43.2547709,22.1999471
342,Valmiera FC,/wiki/Valmiera_FC,Latvia,5054,Valmiera FC,Valmiera,LV,57.5389148,25.4261688
343,FK Liepāja,/wiki/FK_Liep%C4%81ja,Latvia,991,FK Liepaja,Liepājas,LV,55.806228,26.5810053
344,Riga FC,/wiki/Riga_FC,Latvia,4365,Riga FC,Riga,LV,56.9493977,24.1051846
345,FK Spartaks Jūrmala,/wiki/FK_Spartaks_J%C5%ABrmala,Latvia,2110,FK Spartaks Jūrmala,Jūrmala,LV,56.9727164,23.7886979
346,BFC Daugavpils,/wiki/BFC_Daugavpils,Latvia,2888,BFC Daugavpils,Daugavpils,LV,55.8712267,26.5159337
349,FK Ventspils,/wiki/FK_Ventspils,Latvia,990,FK Ventspils,Ventspils,LV,57.3903918,21.5635991
350,FK Žalgiris,/wiki/FK_%C5%BDalgiris,Lithuania,1131,FK Žalgiris Vilnius,Vilnius,LT,54.6870458,25.2829111
352,FK Kauno Žalgiris,/wiki/FK_Kauno_%C5%BDalgiris,Lithuania,2572,FK Kauno Žalgiris,Kaunas,LT,54.8982139,23.9044817
353,FK Panevėžys,/wiki/FK_Panev%C4%97%C5%BEys,Lithuania,5057,FK Panevėžys,Panevėžys,LT,55.7344985,24.3578055
354,FK Sūduva,/wiki/FK_S%C5%ABduva,Lithuania,1133,FK Sūduva,Marijampolė,LT,54.5562536,23.3503665
355,FK Riteriai,/wiki/FK_Riteriai,Lithuania,2562,FK Riteriai,Trakai,LT,54.6449911,24.9353981
356,FA Šiauliai,/wiki/FA_%C5%A0iauliai,Lithuania,1135,FA Šiauliai,Siauliai,LT,55.9340823,23.3157775
357,FK Banga Gargždai,/wiki/FK_Banga_Garg%C5%BEdai,Lithuania,1940,FK Banga,Gargždai,LT,55.7175688,21.3950166
358,FC Džiugas Telšiai,/wiki/FC_D%C5%BEiugas_Tel%C5%A1iai,Lithuania,5649,FC Džiugas Telšiai,Telšiai,LT,55.9846135,22.2490753
359,FK Jonava,/wiki/FK_Jonava,Lithuania,2561,FK Jonava,Jonava,LT,55.0737086,24.2756961
360,CS Fola Esch,/wiki/CS_Fola_Esch,Luxembourg,2420,CS Fola Esch,Esch-Sur-Alzette,LU,49.4959628,5.9850306
361,FC Swift Hesperange,/wiki/FC_Swift_Hesperange,Luxembourg,2786,FC Swift Hesper,Hesperange,LU,49.5729552,6.1615727
363,FC Progrès Niederkorn,/wiki/FC_Progr%C3%A8s_Niederkorn,Luxembourg,3373,Progrès Niederkorn,Niederkorn,LU,49.5366182,5.8899436
364,Jeunesse Esch,/wiki/Jeunesse_Esch,Luxembourg,1382,Jeunesse Esch,Esch-sur-Alzette,LU,49.4959628,5.9850306
365,US Hostert,/wiki/US_Hostert,Luxembourg,3376,US Hostert,Hostert,LU,49.8101761,5.8657938
366,FC UNA Strassen,/wiki/FC_UNA_Strassen,Luxembourg,4103,FC UNA Strassen,Strassen,LU,49.6196726,6.0721393
367,US Mondorf-les-Bains,/wiki/US_Mondorf-les-Bains,Luxembourg,3374,US Mondorf-les-Bains,Mondorf-les-Bains,LU,49.5071747,6.2814238
368,FC Victoria Rosport,/wiki/FC_Victoria_Rosport,Luxembourg,3375,Victoria Rosport,Rosport,LU,49.8047635,6.5014359
369,FC RM Hamm Benfica,/wiki/FC_RM_Hamm_Benfica,Luxembourg,4104,FC RM Hamm Benfica,Hamm,LU,49.610433,6.1647463
370,FC Etzella Ettelbruck,/wiki/FC_Etzella_Ettelbruck,Luxembourg,2587,FC Etzella Ettelbruck,Ettelbruck,LU,49.8470016,6.0984659
371,Union Titus Pétange,/wiki/Union_Titus_P%C3%A9tange,Luxembourg,4603,Union Titus Pétange,Petingen,LU,49.5566918,5.8776052
373,Hibernians F.C.,/wiki/Hibernians_F.C.,Malta,579,Hibernians FC,Paola,MT,35.8717994,14.5073748
375,Birkirkara F.C.,/wiki/Birkirkara_F.C.,Malta,576,Birkirkara,Birkirkara,MT,35.8994547,14.4649578
376,Sliema Wanderers F.C.,/wiki/Sliema_Wanderers_F.C.,Malta,586,Sliema Wanderers,Sliema,MT,35.9127609,14.5020708
377,Mosta F.C.,/wiki/Mosta_F.C.,Malta,1981,Mosta FC,Mosta,MT,35.9079178,14.4241508
378,Valletta F.C.,/wiki/Valletta_F.C.,Malta,587,Valletta,Valletta ,MT,35.8989818,14.5136759
380,Sirens F.C.,/wiki/Sirens_F.C.,Malta,4673,Sirens FC,St. Paul's Bay,MT,35.9480742,14.3973929
381,Balzan F.C.,/wiki/Balzan_F.C.,Malta,1963,Balzan FC,Ħal Balzan,MT,35.8986113,14.4510172
382,Gudja United F.C.,/wiki/Gudja_United_F.C.,Malta,3755,Gudja United,Gudja,MT,35.8483258,14.5030882
383,Floriana F.C.,/wiki/Floriana_F.C.,Malta,577,Floriana,Floriana,MT,35.8929838,14.5052716
384,Żejtun Corinthians F.C.,/wiki/%C5%BBejtun_Corinthians_F.C.,Malta,2789,Żejtun Corinthians,Żejtun,MT,35.8537008,14.5315311
385,Tarxien Rainbows F.C.,/wiki/Tarxien_Rainbows_F.C.,Malta,1453,Tarxien Rainbows,Tarxien,MT,35.8648857,14.5114877
386,Lija Athletic F.C.,/wiki/Lija_Athletic_F.C.,Malta,2844,Lija Athletic,Lija,MT,35.901766,14.4476136
387,Senglea Athletic F.C.,/wiki/Senglea_Athletic_F.C.,Malta,4674,Senglea Athletic,Senglea,MT,35.887175,14.517307
388,FC Sheriff Tiraspol,/wiki/FC_Sheriff_Tiraspol,Moldova,1395,Sheriff Tiraspol,Tiraspol,MD,46.8371103,29.6109989
389,FC Sfântul Gheorghe Suruceni,/wiki/FC_Sf%C3%A2ntul_Gheorghe_Suruceni,Moldova,4844,Sfantul Gheorghe Suruceni,Suruceni,MD,46.9824956,28.6686062
390,FC Petrocub Hîncești,/wiki/FC_Petrocub_H%C3%AEnce%C8%99ti,Moldova,3901,Petrocub Hîncești,Sărata-Galbenă,MD,46.7338065,28.5210515
391,FC Dinamo-Auto Tiraspol,/wiki/FC_Dinamo-Auto_Tiraspol,Moldova,3113,Dinamo-Auto Tiraspol,Tiraspol,MD,46.8371103,29.6109989
392,FC Milsami Orhei,/wiki/FC_Milsami_Orhei,Moldova,2082,FC Milsami,Orhei,MD,47.3782288,28.8246754
393,Speranța Nisporeni,/wiki/Speran%C8%9Ba_Nisporeni,Moldova,3950,Speranța Nisporeni,Nisporeni,MD,47.0748582,28.1778018
394,FC Zimbru Chișinău,/wiki/FC_Zimbru_Chi%C8%99in%C4%83u,Moldova,1340,Zimbru,Chişinău,MD,47.0245117,28.8322923
395,FC Codru Lozova,/wiki/FC_Codru_Lozova,Moldova,5309,Codru Lozova,Lozova,MD,47.134342,28.37749511898756
396,FK Budućnost Podgorica,/wiki/FK_Budu%C4%87nost_Podgorica,Montenegro,1431,FK Budućnost,Podgorica,ME,42.4415238,19.2621081
397,FK Sutjeska Nikšić,/wiki/FK_Sutjeska_Nik%C5%A1i%C4%87,Montenegro,2020,FK Sutjeska,Nikšić,ME,42.7739388,18.9488097
398,FK Dečić,/wiki/FK_De%C4%8Di%C4%87,Montenegro,1648,FK Dečić,Tuzi,ME,42.3661526,19.3300881
399,FK Podgorica,/wiki/FK_Podgorica,Montenegro,5079,FK Podgorica,Podgorica,ME,42.4415238,19.2621081
400,FK Jezero,/wiki/FK_Jezero,Montenegro,5188,FK Jezero,Plav,ME,42.5968969,19.9441846
401,FK Zeta,/wiki/FK_Zeta,Montenegro,1766,FK Zeta,Golubovci,ME,42.3338914,19.2363048
402,FK Rudar Pljevlja,/wiki/FK_Rudar_Pljevlja,Montenegro,1566,Rudar Pljevlja,Pljevlja,ME,43.3565611,19.3584715
403,FK Iskra Danilovgrad,/wiki/FK_Iskra_Danilovgrad,Montenegro,3899,FK Iskra Danilovgrad,Danilovgrad,ME,42.55221,19.1052668
404,OFK Petrovac,/wiki/OFK_Petrovac,Montenegro,1709,OFK Petrovac,Petrovac,ME,42.2068358,18.9428248
405,OFK Titograd,/wiki/OFK_Titograd,Montenegro,1646,OFK Titograd Podgorica,Podgorica,ME,42.4415238,19.2621081
406,AFC Ajax,/wiki/AFC_Ajax,Netherlands,180,Ajax,Amsterdam,NL,52.3727598,4.8936041
407,PSV Eindhoven,/wiki/PSV_Eindhoven,Netherlands,201,PSV,Eindhoven,NL,51.4392648,5.478633
408,AZ Alkmaar,/wiki/AZ_Alkmaar,Netherlands,179,AZ Alkmaar,Alkmaar,NL,52.600853799999996,4.817099446443963
409,SBV Vitesse,/wiki/SBV_Vitesse,Netherlands,209,Vitesse,Arnhem,NL,51.984257,5.9108573
410,Feyenoord,/wiki/Feyenoord,Netherlands,192,Feyenoord,Rotterdam,NL,51.9244424,4.47775
411,FC Utrecht,/wiki/FC_Utrecht,Netherlands,189,FC Utrecht,Utrecht,NL,52.080985600000005,5.12768396945229
412,FC Groningen,/wiki/FC_Groningen,Netherlands,187,FC Groningen,Groningen,NL,53.2190652,6.5680077
413,Sparta Rotterdam,/wiki/Sparta_Rotterdam,Netherlands,206,Sparta Rotterdam,Rotterdam,NL,51.9244424,4.47775
414,Heracles Almelo,/wiki/Heracles_Almelo,Netherlands,197,Heracles Almelo,Almelo,NL,52.3567956,6.66725277634109
415,FC Twente,/wiki/FC_Twente,Netherlands,188,FC Twente,Enschede,NL,52.2209855,6.8940537
416,Fortuna Sittard,/wiki/Fortuna_Sittard,Netherlands,193,Fortuna Sittard,Sittard,NL,50.9974235,5.8666627
417,SC Heerenveen,/wiki/SC_Heerenveen,Netherlands,205,SC Heerenveen,Heerenveen,NL,52.998474200000004,5.923148795038062
418,PEC Zwolle,/wiki/PEC_Zwolle,Netherlands,191,PEC Zwolle,Zwolle,NL,52.5089759,6.0943765
419,Willem II (football club),/wiki/Willem_II_(football_club),Netherlands,212,Willem II,Tilburg,NL,51.585618749999995,5.066061908648313
420,RKC Waalwijk,/wiki/RKC_Waalwijk,Netherlands,203,RKC Waalwijk,Waalwijk,NL,51.687337150000005,5.017307939950269
421,FC Emmen,/wiki/FC_Emmen,Netherlands,183,FC Emmen,Emmen,NL,52.75286615,6.952513466208563
422,VVV-Venlo,/wiki/VVV-Venlo,Netherlands,210,VVV-Venlo,Venlo,NL,51.39244885,6.1511724144122955
423,ADO Den Haag,/wiki/ADO_Den_Haag,Netherlands,177,ADO Den Haag,The Hague,NL,52.0799838,4.3113461
424,KF Shkëndija,/wiki/KF_Shk%C3%ABndija,North Macedonia,1642,KF Shkëndija 79,Tetovo,MK,42.0068297,20.9728556
425,KF Shkupi,/wiki/KF_Shkupi,North Macedonia,3884,FK Shkupi,Čair,MK,42.0181438,21.4399495
426,FC Struga,/wiki/FC_Struga,North Macedonia,5375,FC Struga,Struga,MK,41.1770278,20.6790586
428,FK Rabotnički,/wiki/FK_Rabotni%C4%8Dki,North Macedonia,1061,FK Rabotnički ,Skopje,MK,41.9960924,21.4316495
429,FK Pelister,/wiki/FK_Pelister,North Macedonia,2241,FK Pelister,Bitola,MK,41.0316005,21.3302511
430,Akademija Pandev,/wiki/Akademija_Pandev,North Macedonia,4661,Akademija Pandev,Strumica,MK,41.4392045,22.6397203
431,FK Borec,/wiki/FK_Borec,North Macedonia,4976,FK Borec,Veles,MK,41.718869,21.7705695
432,FK Sileks,/wiki/FK_Sileks,North Macedonia,2243,FK Sileks,Kratovo,MK,42.079261,22.1802182
433,KF Renova,/wiki/KF_Renova,North Macedonia,1244,FK Renova,Dzepciste,MK,42.0363532,21.002694
434,FK Vardar,/wiki/FK_Vardar,North Macedonia,1062,FK Vardar,Skopje,MK,41.9960924,21.4316495
435,FK Belasica,/wiki/FK_Belasica,North Macedonia,5186,FK Belasica,Strumica,MK,41.4392045,22.6397203
436,Linfield F.C.,/wiki/Linfield_F.C.,Northern Ireland,1034,Linfield,Belfast,GB,54.596391,-5.9301829
437,Cliftonville F.C.,/wiki/Cliftonville_F.C.,Northern Ireland,1037,Cliftonville,Belfast,GB,54.596391,-5.9301829
438,Glentoran F.C.,/wiki/Glentoran_F.C.,Northern Ireland,1035,Glentoran,Belfast,GB,54.596391,-5.9301829
439,Crusaders F.C.,/wiki/Crusaders_F.C.,Northern Ireland,1036,Crusaders,Belfast,GB,54.596391,-5.9301829
440,Larne F.C.,/wiki/Larne_F.C.,Northern Ireland,5267,Larne FC,Larne,GB,54.8508458,-5.8183116
441,Coleraine F.C.,/wiki/Coleraine_F.C.,Northern Ireland,1038,Coleraine,Coleraine,GB,55.1315912,-6.671861
442,Glenavon F.C.,/wiki/Glenavon_F.C.,Northern Ireland,1441,Glenavon,Lurgan,GB,54.460824,-6.3292491
443,Ballymena United F.C.,/wiki/Ballymena_United_F.C.,Northern Ireland,1380,Ballymena United,Ballymena,GB,54.8662966,-6.2760159
444,Dungannon Swifts F.C.,/wiki/Dungannon_Swifts_F.C.,Northern Ireland,2582,Dungannon Swifts,Dungannon,GB,54.5039088,-6.7703622
445,Carrick Rangers F.C.,/wiki/Carrick_Rangers_F.C.,Northern Ireland,1926,Carrick Rangers,Carrickfergus,GB,54.7136165,-5.8073112
446,Portadown F.C.,/wiki/Portadown_F.C.,Northern Ireland,936,Portadown,Portadown,GB,54.4242284,-6.4412133
447,Warrenpoint Town F.C.,/wiki/Warrenpoint_Town_F.C.,Northern Ireland,3237,Warrenpoint Town,Warrenpoint,GB,54.0999923,-6.2512827
448,FK Bodø/Glimt,/wiki/FK_Bod%C3%B8/Glimt,Norway,1209,FK Bodø/Glimt,Bodø,NO,67.2844323,14.3817466
449,Molde FK,/wiki/Molde_FK,Norway,697,Molde FK,Molde,NO,62.60162565,8.138620840166594
450,Viking FK,/wiki/Viking_FK,Norway,469,Viking FK,Stavanger,NO,58.9699509,5.7318061
451,Lillestrøm SK,/wiki/Lillestr%C3%B8m_SK,Norway,693,Lillestrøm SK,Lillestrøm,NO,59.955923,11.0491123
452,Rosenborg BK,/wiki/Rosenborg_BK,Norway,466,Rosenborg BK,Trondheim,NO,63.4305658,10.3951929
453,Kristiansund BK,/wiki/Kristiansund_BK,Norway,2461,Kristiansund BK,Kristiansund,NO,63.216819400000006,7.545258996501891
454,Vålerenga Fotball,/wiki/V%C3%A5lerenga_Fotball,Norway,468,Vålerenga IF,Oslo,NO,59.9133301,10.7389701
455,Strømsgodset Toppfotball,/wiki/Str%C3%B8msgodset_Toppfotball,Norway,932,Strømsgodset IF,Drammen,NO,59.6964936,10.175641950012762
456,Sandefjord Fotball,/wiki/Sandefjord_Fotball,Norway,696,Sandefjord Fotball,Sandefjord,NO,59.07990035,10.28043216859497
457,FK Haugesund,/wiki/FK_Haugesund,Norway,1595,FK Haugesund,Haugesund,NO,59.46824785,5.082761213563481
458,Tromsø IL,/wiki/Troms%C3%B8_IL,Norway,698,Tromsø IL,Tromsø,NO,69.651648,18.9558186
459,Odds BK,/wiki/Odds_BK,Norway,695,Odds BK,Skien,NO,59.2662883,9.531135447537467
460,SK Brann,/wiki/SK_Brann,Norway,489,SK Brann,Bergen,NO,60.3943055,5.3259192
461,Stabæk Fotball,/wiki/Stab%C3%A6k_Fotball,Norway,3555,Asane Fotball,Åsane,NO,60.4724133,5.338944600558691
463,Legia Warsaw,/wiki/Legia_Warsaw,Poland,651,Legia Warszawa,Warszawa,PL,52.2319581,21.0067249
464,Piast Gliwice,/wiki/Piast_Gliwice,Poland,1301,Piast Gliwice,Gliwice,PL,50.294113,18.6657306
465,Śląsk Wrocław,/wiki/%C5%9Al%C4%85sk_Wroc%C5%82aw,Poland,1303,Slask Wroclaw,Wroclaw,PL,51.1089776,17.0326689
466,Lech Poznań,/wiki/Lech_Pozna%C5%84,Poland,918,Lech Poznań,Poznań,PL,52.4006632,16.91973259178088
467,MKS Cracovia,/wiki/MKS_Cracovia,Poland,650,KS Cracovia,Krakow,PL,50.0619474,19.9368564
468,Pogoń Szczecin,/wiki/Pogo%C5%84_Szczecin,Poland,1077,Pogon Szczecin,Szczecin,PL,53.4301818,14.5509623
469,Jagiellonia Białystok,/wiki/Jagiellonia_Bia%C5%82ystok,Poland,1255,Jagiellonia Bialystok,Białystok,PL,53.127505049999996,23.147050870161664
470,Lechia Gdańsk,/wiki/Lechia_Gda%C5%84sk,Poland,1302,Lechia Gdańsk,Gdańsk,PL,54.42880315,18.798325902846855
471,Górnik Zabrze,/wiki/G%C3%B3rnik_Zabrze,Poland,1075,Gornik Zabrze,Zabrze,PL,50.3086154,18.7863749
472,Raków Częstochowa,/wiki/Rak%C3%B3w_Cz%C4%99stochowa,Poland,3606,Raków Częstochowa,Częstochowa,PL,50.8120466,19.113213
473,Zagłębie Lubin,/wiki/Zag%C5%82%C4%99bie_Lubin,Poland,1060,Zaglebie Lubin,Lubin,PL,51.399678300000005,16.1993379441299
474,Wisła Płock,/wiki/Wis%C5%82a_P%C5%82ock,Poland,652,Wisla Plock,Plock,PL,52.5464521,19.7008606
475,Wisła Kraków,/wiki/Wis%C5%82a_Krak%C3%B3w,Poland,649,Wisla Kraków,Kraków,PL,50.0619474,19.9368564
476,Korona Kielce,/wiki/Korona_Kielce,Poland,1070,Korona Kielce,Kielce,PL,50.85403585,20.609914352101452
477,Arka Gdynia,/wiki/Arka_Gdynia,Poland,1074,Arka Gdynia,Gdynia,PL,54.5164982,18.5402738
478,ŁKS Łódź,/wiki/%C5%81KS_%C5%81%C3%B3d%C5%BA,Poland,1618,KS Skënderbeu,Korçë,PL,50.3874326,20.5265568
479,Sporting CP,/wiki/Sporting_CP,Portugal,246,Sporting CP,Lisbon,PT,38.7077507,-9.1365919
480,FC Porto,/wiki/FC_Porto,Portugal,224,FC Porto,Porto,PT,41.1494512,-8.6107884
481,S.L. Benfica,/wiki/S.L._Benfica,Portugal,218,SL Benfica,Lisbon,PT,38.7077507,-9.1365919
482,S.C. Braga,/wiki/S.C._Braga,Portugal,243,Sporting de Braga,Braga,PT,41.5510583,-8.4280045
483,F.C. Paços de Ferreira,/wiki/F.C._Pa%C3%A7os_de_Ferreira,Portugal,238,Paços de Ferreira,Paços de Ferreira,PT,41.290118,-8.378194008811969
484,C.D. Santa Clara,/wiki/C.D._Santa_Clara,Portugal,242,CD Santa Clara,Ponta Delgada,PT,37.7394344,-25.6683618
485,Vitória S.C.,/wiki/Vit%C3%B3ria_S.C.,Portugal,250,Vitória de Guimarães,Guimarães,PT,41.4417677,-8.2955712
486,Moreirense F.C.,/wiki/Moreirense_F.C.,Portugal,233,Moreirense FC,Moreira de Cónegos,PT,41.3814913,-8.3361532
487,F.C. Famalicão,/wiki/F.C._Famalic%C3%A3o,Portugal,1871,FC Famalicão,Famalicão,PT,41.4065175,-8.5187481
488,Belenenses SAD,/wiki/Belenenses_SAD,Portugal,217,B  SAD,Lisboa,PT,38.7077507,-9.1365919
489,Gil Vicente F.C.,/wiki/Gil_Vicente_F.C.,Portugal,227,Gil Vicente FC,Barcelos,PT,41.5314496,-8.6192306
490,C.D. Tondela,/wiki/C.D._Tondela,Portugal,2107,CD Tondela,Tondela,PT,40.51642,-8.08053
491,Boavista F.C.,/wiki/Boavista_F.C.,Portugal,219,Boavista FC,Porto,PT,41.1494512,-8.6107884
492,Portimonense S.C.,/wiki/Portimonense_S.C.,Portugal,240,Portimonense SC,Portimão,PT,37.1375808,-8.5368426
493,C.S. Marítimo,/wiki/C.S._Mar%C3%ADtimo,Portugal,232,CS Maritimo,Funchal,PT,32.6496497,-16.9086783
494,Rio Ave F.C.,/wiki/Rio_Ave_F.C.,Portugal,241,Rio Ave,Vila do Conde,PT,41.3580981,-8.7475631
495,S.C. Farense,/wiki/S.C._Farense,Portugal,2203,SC Farense,Faro,PT,37.0162727,-7.9351771
496,C.D. Nacional,/wiki/C.D._Nacional,Portugal,234,CD Nacional,Funchal,PT,32.6496497,-16.9086783
497,Shamrock Rovers F.C.,/wiki/Shamrock_Rovers_F.C.,Great Britain,984,Shamrock Rovers,Dublin,GB,57.7386289,-4.3255225
498,St Patrick's Athletic F.C.,/wiki/St_Patrick%27s_Athletic_F.C.,Great Britain,711,St. Patrick's Athletic,Dublin,GB,57.7386289,-4.3255225
500,Derry City F.C.,/wiki/Derry_City_F.C.,Great Britain,709,Derry City,Derry,GB,54.9978678,-7.3213056
501,Bohemian F.C.,/wiki/Bohemian_F.C.,Great Britain,713,Bohemian FC,Dublin,GB,57.7386289,-4.3255225
505,Waterford F.C.,/wiki/Waterford_F.C.,Great Britain,716,Waterford FC,Waterford,GB,51.8177638,-0.0977397
506,Longford Town F.C.,/wiki/Longford_Town_F.C.,Great Britain,712,Longford Town,Longford ,GB,52.9356992,-1.6764276
507,CFR Cluj,/wiki/CFR_Cluj,Romania,730,CFR Cluj,Cluj-Napoca,RO,46.769379,23.5899542
508,FCSB,/wiki/FCSB,Romania,379,FCSB,Bucharest,RO,44.4361414,26.1027202
509,CS Universitatea Craiova,/wiki/CS_Universitatea_Craiova,Romania,2883,CS Universitatea Craiova,Craiova,RO,44.3190159,23.7965614
510,FC Argeș Pitești,/wiki/FC_Arge%C8%99_Pite%C8%99ti,Romania,3188,FC Argeș Pitesti,Pitești,RO,44.8572343,24.8719422
512,FC Voluntari,/wiki/FC_Voluntari,Romania,3633,FC Voluntari,Voluntari,RO,44.4902779,26.1772794
513,FC Botoșani,/wiki/FC_Boto%C8%99ani,Romania,1916,FC Botoşani,Botoşani,RO,47.7450706,26.6599858
514,FC UTA Arad,/wiki/FC_UTA_Arad,Romania,831,UTA Arad,Arad,RO,46.1753793,21.3196342
516,Sepsi OSK Sfântu Gheorghe,/wiki/Sepsi_OSK_Sf%C3%A2ntu_Gheorghe,Romania,4550,Sepsi Sfântu Gheorghe,Sfântu Gheorghe,RO,45.8659935,25.7865367
518,CS Mioveni,/wiki/CS_Mioveni,Romania,818,CS Mioveni,Mioveni,RO,44.9566154,24.9377507
520,FC Academica Clinceni,/wiki/FC_Academica_Clinceni,Romania,2236,Academica Clinceni,Pitești,RO,44.8572343,24.8719422
522,FC Zenit Saint Petersburg,/wiki/FC_Zenit_Saint_Petersburg,Russia,265,Zenit Saint Petersburg,Saint Petersburg,RU,59.938732,30.316229
523,FC Spartak Moscow,/wiki/FC_Spartak_Moscow,Russia,4655,Sparta,Sparta,RU,44.4130889,41.7970199
525,FC Rubin Kazan,/wiki/FC_Rubin_Kazan,Russia,260,Rubin Kazan,Kazan,RU,55.7823547,49.1242266
526,PFC Sochi,/wiki/PFC_Sochi,Russia,4605,FC Sochi,Sochi,RU,43.5854823,39.723109
527,PFC CSKA Moscow,/wiki/PFC_CSKA_Moscow,Russia,360,CSKA Sofia,Sofia,RU,59.705257,30.389033
529,FC Khimki,/wiki/FC_Khimki,Russia,725,Khimki,Khimki,RU,55.8917293,37.4396994
530,FC Rostov,/wiki/FC_Rostov,Russia,259,FC Rostov,Rostov-on-Don,RU,47.2213858,39.7114196
531,FC Krasnodar,/wiki/FC_Krasnodar,Russia,1673,FC Krasnodar,Krasnodar,RU,45.0352718,38.9764814
532,FC Akhmat Grozny,/wiki/FC_Akhmat_Grozny,Russia,1248,Akhmat Grozny,Grozny,RU,43.3197031,45.6934308
533,FC Ural Yekaterinburg,/wiki/FC_Ural_Yekaterinburg,Russia,1285,Ural Yekaterinburg,Yekaterinburg,RU,56.839104,60.60825
534,FC Ufa,/wiki/FC_Ufa,Russia,2287,FC Ufa,Ufa,RU,54.7261409,55.947499
535,FC Arsenal Tula,/wiki/FC_Arsenal_Tula,Russia,2607,Arsenal Tula,Tula,RU,54.1930321,37.61754
536,FC Rotor Volgograd,/wiki/FC_Rotor_Volgograd,Russia,2068,Rotor Volgograd,Volgograd,RU,48.7081906,44.5153353
537,FC Tambov,/wiki/FC_Tambov,Russia,3320,FC Tambov,Tambov,RU,52.72879,41.45536
538,Rangers F.C.,/wiki/Rangers_F.C.,Great Britain,429,Rangers,Glasgow,GB,55.8609825,-4.2488787
539,Celtic F.C.,/wiki/Celtic_F.C.,Great Britain,421,Celtic,Glasgow,GB,55.8609825,-4.2488787
540,Hibernian F.C.,/wiki/Hibernian_F.C.,Great Britain,425,Hibernian,Edinburgh,GB,55.9533456,-3.1883749
541,Aberdeen F.C.,/wiki/Aberdeen_F.C.,Great Britain,420,Aberdeen,Aberdeen,GB,57.1482429,-2.0928095
542,St Johnstone F.C.,/wiki/St_Johnstone_F.C.,Great Britain,639,St. Johnstone,Perth,GB,56.3957679,-3.4335463
543,Livingston F.C.,/wiki/Livingston_F.C.,Great Britain,427,Livingston,Livingston,GB,55.8831932,-3.5149461
544,St Mirren F.C.,/wiki/St_Mirren_F.C.,Great Britain,638,St. Mirren,Paisley,GB,55.8455828,-4.4239646
545,Motherwell F.C.,/wiki/Motherwell_F.C.,Great Britain,428,Motherwell,Motherwell,GB,55.7901843,-3.9920902
546,Dundee United F.C.,/wiki/Dundee_United_F.C.,Great Britain,422,Dundee United,Dundee,GB,56.4605938,-2.97019
547,Ross County F.C.,/wiki/Ross_County_F.C.,Great Britain,641,Ross County,Dingwall,GB,57.5954797,-4.4284337
548,Kilmarnock F.C.,/wiki/Kilmarnock_F.C.,Great Britain,426,Kilmarnock,Kilmarnock,GB,55.6100589,-4.4964652
549,Hamilton Academical F.C.,/wiki/Hamilton_Academical_F.C.,Great Britain,640,Hamilton Academical,Hamilton,GB,55.7759095,-4.033442
550,Red Star Belgrade,/wiki/Red_Star_Belgrade,Serbia,1883,Red Star,Paris,RS,44.829870099999994,20.408323556953704
551,FK Partizan,/wiki/FK_Partizan,Serbia,381,FK Partizan,Belgrade,RS,44.8178131,20.4568974
553,FK Vojvodina,/wiki/FK_Vojvodina,Serbia,947,FK Vojvodina,Novi Sad,RS,45.2551338,19.8451756
555,FK Radnik Surdulica,/wiki/FK_Radnik_Surdulica,Serbia,2628,FK Radnik Surdulica,Surdulica,RS,42.6919329,22.1701473
556,FK Mladost Lučani,/wiki/FK_Mladost_Lu%C4%8Dani,Serbia,1197,Mladost Lučani,Lučani,RS,43.8602275,20.1365353
557,FK Proleter Novi Sad,/wiki/FK_Proleter_Novi_Sad,Serbia,1770,FK Proleter,Novi Sad,RS,45.2551338,19.8451756
559,FK Spartak Subotica,/wiki/FK_Spartak_Subotica,Serbia,1611,Spartak Subotica,Subotica,RS,46.1002058,19.6653273
560,FK Napredak Kruševac,/wiki/FK_Napredak_Kru%C5%A1evac,Serbia,1294,FK Napredak Kruševac,Kruševac,RS,43.58264,21.3264811
561,FK Novi Pazar,/wiki/FK_Novi_Pazar,Serbia,1703,FK Novi Pazar,Novi Pazar,RS,43.1363535,20.5112273
562,FK Radnički Niš,/wiki/FK_Radni%C4%8Dki_Ni%C5%A1,Serbia,1936,Radnički Niš,Niš,RS,43.3211301,21.8959232
563,FK Voždovac,/wiki/FK_Vo%C5%BEdovac,Serbia,951,FK Voždovac,Belgrade,RS,44.8178131,20.4568974
564,FK Rad,/wiki/FK_Rad,Serbia,1297,FK Rad,Belgrade,RS,44.8178131,20.4568974
565,FK Javor Ivanjica,/wiki/FK_Javor_Ivanjica,Serbia,1295,FK Javor Ivanjica,Ivanjica,RS,43.5816675,20.2304548
567,FK Zlatibor Čajetina,/wiki/FK_Zlatibor_%C4%8Cajetina,Serbia,5216,FK Zlatibor Čajetina,Čajetina,RS,43.7504753,19.7165358
568,FK Mačva Šabac,/wiki/FK_Ma%C4%8Dva_%C5%A0abac,Serbia,3404,FK Mačva Šabac,Šabac,RS,44.7571535,19.6953972
570,NŠ Mura,/wiki/N%C5%A0_Mura,Slovenia,5033,NS Mura,Murska Sobota,SI,46.6624644,16.1655256
571,NK Maribor,/wiki/NK_Maribor,Slovenia,1166,NK Maribor,Maribor,SI,46.5576439,15.6455854
